appId,date,dauReal,mauReal
com.app.82889,2024-01-06,1123.0,12987.0
com.app.86367,2024-01-05,128256.0,662252.0
com.app.86367,2024-01-06,87591.0,661912.0
com.app.58221,2024-01-05,107096.0,646887.0
com.app.58221,2024-01-06,77718.0,653709.0
com.app.36145,2024-01-05,217114.0,1910866.0
com.app.36145,2024-01-06,209444.0,1897792.0
com.app.89034,2024-01-05,37885.0,368592.0
com.app.89034,2024-01-06,36681.0,368384.0
com.app.53788,2024-01-04,1880.0,17931.0
com.app.53788,2024-01-05,4520.0,18093.0
com.app.53788,2024-01-06,2494.0,18181.0
com.app.31454,2024-01-05,4520.0,50723.0
com.app.31454,2024-01-06,2494.0,50819.0
com.app.59245,2024-01-05,21253.0,182049.0
com.app.59245,2024-01-06,11251.0,182352.0
com.app.45088,2024-01-05,4388790.0,12228235.0
com.app.45088,2024-01-06,3959161.0,12248958.0
com.app.64851,2024-01-05,6256.0,79415.0
com.app.64851,2024-01-06,4583.0,79505.0
com.app.24438,2024-01-05,59688.0,567906.0
com.app.24438,2024-01-06,51752.0,569582.0
com.app.72306,2024-01-05,35214.0,250890.0
com.app.72306,2024-01-06,26671.0,250613.0
